Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-03-25,928.1,963.36,891.33,956.02,13507.4354209,12469646.9467,923.169095995
2017-03-24,1030.84,1032.0,920.0,929.06,16072.4170833,15697051.6813,976.645367026
2017-03-23,1037.6,1054.4,1010.69,1029.65,5916.99539286,6134595.7528,1036.7754824
2017-03-22,1114.39,1114.39,988.0,1037.56,14521.2563566,15061002.6279,1037.1693921
2017-03-21,1036.23,1117.9,1034.92,1114.39,11125.4953951,12068049.7199,1084.72021167
2017-03-20,1012.88,1053.0,1010.01,1035.96,7497.91103414,7764665.80857,1035.57721254
2017-03-19,969.4,1063.7,969.4,1017.97,12201.8614116,12333561.0075,1010.79340205
2017-03-18,1068.16,1099.0,944.36,969.4,21292.6043085,21545879.4107,1011.89497999
2017-03-17,1172.0,1173.23,1063.0,1071.02,16704.5732203,18711161.7932,1120.12210946
2017-03-16,1258.75,1258.96,1130.0,1172.62,15246.5527602,18265147.5609,1197.98539697
2017-03-15,1245.82,1260.0,1238.32,1257.32,3930.50022526,4920843.35598,1251.96363668
2017-03-14,1242.46,1260.0,1226.5,1245.86,5745.49650884,7156458.54737,1245.57704219
2017-03-13,1226.42,1249.02,1215.43,1242.46,5637.36296266,6963555.13551,1235.25044984
2017-03-12,1176.58,1241.85,1170.9,1226.62,5793.90851583,7003314.4062,1208.73748473
2017-03-11,1111.55,1198.0,1106.51,1176.55,7346.7869927,8529224.30265,1160.94618112
2017-03-10,1190.99,1350.0,975.0,1116.97,33467.943558,38830456.2918,1160.22833087
2017-03-09,1149.34,1208.0,1135.01,1190.89,7654.73834924,9019820.31778,1178.3316302
2017-03-08,1233.86,1245.49,1145.5,1150.05,13399.4382092,15905595.4481,1187.03450099
2017-03-07,1278.49,1281.62,1175.97,1233.05,14450.0379368,17887749.609,1237.90329736
2017-03-06,1269.98,1285.0,1251.0,1278.49,4249.64793811,5420772.93281,1275.58165094
2017-03-05,1260.0,1275.0,1240.0,1273.0,3026.01739466,3809526.43553,1258.92416952
2017-03-04,1287.38,1289.55,1230.0,1260.0,4951.23210502,6237601.90255,1259.80801753
2017-03-03,1256.32,1298.0,1255.0,1285.33,7545.47720312,9615648.42026,1274.35921697
2017-03-02,1228.0,1283.25,1215.0,1257.6,7762.73243908,9679539.50556,1246.92427332
2017-03-01,1191.16,1231.0,1188.3,1226.39,6013.0658229,7276140.32797,1210.05499395
2017-02-28,1194.64,1209.99,1176.27,1191.21,7562.47409479,9017082.51467,1192.3455739
2017-02-27,1180.46,1197.99,1169.0,1194.64,4640.77358977,5511306.89707,1187.58366261
2017-02-26,1152.11,1184.97,1133.0,1179.05,3536.48621434,4127618.08321,1167.15231816
2017-02-25,1180.05,1184.73,1127.0,1152.2,6238.43763039,7226444.76956,1158.37413111
2017-02-24,1183.53,1220.0,1091.1,1180.14,19598.2310258,23023500.2032,1174.77440556
2017-02-23,1130.02,1193.92,1120.73,1188.11,11753.2385602,13558056.0275,1153.55916228
2017-02-22,1124.83,1143.0,1098.16,1130.01,11673.0892657,13146726.039,1126.24222601
2017-02-21,1084.0,1126.86,1077.0,1124.62,8395.47371599,9273663.17745,1104.60272894
2017-02-20,1051.8,1089.99,1044.39,1084.0,3664.37368596,3902660.35374,1065.0279388
2017-02-19,1056.4,1061.9,1039.07,1051.8,2270.8499116,2388775.4121,1051.93011652
2017-02-18,1055.75,1068.99,1046.14,1056.4,4474.94930623,4745831.61165,1060.53304448
2017-02-17,1032.91,1064.99,1031.98,1055.46,6085.02260605,6386285.1609,1049.50886371
2017-02-16,1011.53,1043.21,1010.75,1032.7,5996.10412989,6170238.8589,1029.0413117
2017-02-15,1008.88,1013.8,1000.97,1011.53,3095.66000003,3123812.21502,1009.0940914
2017-02-14,1000.74,1019.0,987.97,1008.88,6761.10806309,6806110.34205,1006.65605083
2017-02-13,1000.73,1007.89,975.1,1000.79,4547.26036851,4522130.77969,994.473685959
2017-02-12,1011.01,1011.97,991.98,1000.73,2683.99735828,2690265.36983,1002.33532702
2017-02-11,995.49,1020.0,987.62,1012.4,4472.51261675,4509154.72642,1008.19273478
2017-02-10,985.71,1010.68,950.0,996.08,10731.290069,10491584.3702,977.662918688
2017-02-09,1051.73,1074.69,913.73,986.0,25150.070164,25064862.0643,996.612013441
2017-02-08,1052.48,1070.0,1025.0,1050.4,9633.26465194,10072826.835,1045.62961768
2017-02-07,1024.0,1056.25,1021.3,1052.48,5372.1326253,5605838.10668,1043.50329705
2017-02-06,1010.03,1031.94,1005.1,1023.99,5080.84835472,5188721.52258,1021.23132995
2017-02-05,1033.72,1034.6,1004.7,1011.07,4348.17045024,4417546.50579,1015.95522907
2017-02-04,1015.06,1044.23,1004.0,1033.18,5752.28733969,5884560.60284,1022.99489844
2017-02-03,1009.15,1022.64,987.01,1016.99,10928.0242213,11029881.3044,1009.32072267
2017-02-02,983.79,1011.65,973.12,1009.17,8269.68053649,8222686.79034,994.317344432
2017-02-01,963.99,986.96,962.0,983.67,6954.39947163,6748543.96725,970.399240766
2017-01-31,919.99,970.0,917.5,963.99,9507.10183224,9024041.55024,949.189533202
2017-01-30,913.12,923.0,910.0,919.99,3121.18754443,2865063.7274,917.940266842
2017-01-29,918.6,919.99,910.45,912.01,1349.01480033,1234746.08175,915.294688724
2017-01-28,918.02,920.99,913.08,918.6,1175.86352983,1078884.52226,917.525286641
2017-01-27,914.95,924.88,908.01,918.02,4830.53516221,4433746.38119,917.85821494
2017-01-26,893.25,919.49,892.86,914.83,5164.8970199,4688102.25271,907.685522992
2017-01-25,885.47,904.01,884.5,893.43,5291.55474211,4725942.37301,893.110362328
2017-01-24,913.15,923.0,881.48,885.47,9405.046565,8495975.45753,903.342200255
2017-01-23,923.75,927.57,913.21,913.52,3514.74142946,3234454.30326,920.253841762
2017-01-22,921.98,937.74,886.76,923.76,7166.6654789,6569177.19246,916.62952761
2017-01-21,895.81,928.0,895.0,921.98,5865.63203056,5373391.08422,916.080493326
2017-01-20,902.23,902.43,880.0,895.8,6618.62776406,5915865.4867,893.820546734
2017-01-19,887.69,910.0,878.89,901.01,11094.6032976,9929647.20053,894.997949379
2017-01-18,905.95,915.99,851.74,887.7,11181.8988785,9830117.65379,879.109868604
2017-01-17,831.76,908.5,827.0,905.99,12264.1693846,10775497.8647,878.616197054
2017-01-16,821.86,835.0,818.09,831.81,6166.04397741,5107031.21218,828.250857583
2017-01-15,819.52,823.45,808.0,821.86,4231.46390349,3455365.8712,816.588762191
2017-01-14,825.98,837.76,810.0,818.27,6614.71899162,5470214.99177,826.976172185
2017-01-13,807.51,831.4,775.0,825.86,11409.52033,9224729.89012,808.511630927
2017-01-12,778.7,832.99,751.34,807.47,17400.1415546,13632251.4431,783.456352945
2017-01-11,905.24,918.4,755.0,778.62,35893.7683679,29459968.9011,820.754416173
2017-01-10,896.09,912.47,889.41,905.05,8535.5216881,7704271.19995,902.612808153
2017-01-09,909.8,912.87,875.0,896.23,8716.18294096,7780059.0628,892.599331094
2017-01-08,906.2,941.81,881.3,909.75,8937.49270783,8168170.34818,913.921903514
2017-01-07,894.02,907.05,812.28,906.2,20401.113591,17624310.0238,863.889608041
2017-01-06,1004.73,1026.99,871.0,893.89,27916.7030989,25523261.2784,914.264882497
2017-01-05,1114.38,1136.72,885.41,1004.74,36018.8611199,36211399.5269,1005.34548848
2017-01-04,1035.51,1139.89,1028.56,1114.92,21562.456972,23469644.9606,1088.44947453
2017-01-03,1011.44,1039.0,999.99,1035.24,9089.65802529,9276500.30587,1020.55547965
2017-01-02,997.75,1032.0,990.01,1012.54,8167.38103018,8273576.98525,1013.00244897
2017-01-01,966.34,1005.0,960.53,997.75,6850.59330859,6764742.05545,987.468055791
